,Rating,Reviews,,Ratings
21,4 out of 5," Most smartwatches and smartband offer more or less of similar functionalities except for the ones where we can take calls on the watch itself. I wanted to get an Apple Watch for my wife as I was impressed by the design but fortunately I found this Noise ColorFit Pro 2 which looks very similar and premium like the Apple watch. Bought this one for Rs.2999.

----------------------
📦 IN THE BOX
----------------------
፨ The smart watch module with screen protector applied
፨ 22mm wide TPU strap
፨ Charging cable
፨ Instruction Manual and Warranty Registration card

--------------------
⌚ FEATURES
--------------------
፨ 1.3 inch 240x240 capacitive display
፨ Curved glass with anti-fingerprint coating,
፨ IP68 Full dustproof and waterproof
፨ 210 mah battery - 7 to 10 days usage, 45 days standby
፨ Bluetooth 5.0 BLE
፨ 24/7 heart Rate sensor, sedentary alarm, breathe feature, and usual health and sleep monitoring.
፨ App, message, social media and call notifications.
፨ Music control
፨ Menstrual cycle tracking
፨ 9 sports mode - Walk, Yoga, Spin, Run, Climb, Workout, Bike, Hike, Treadmill.

---------------------
🗓️ MY USAGE
---------------------
፨ At just 35g weight and 22mm TPU band makes this band the very comfortable to wear. Also the strap is skin friendly and I didn’t get allergy with sweat on this band.
፨ The straps is easy to swap and replace if required and uses the spring pin type.
፨ The charging is a magnetic ping type and there is no need to remove straps or do anything. I felt this type of charging the easiest of all.
፨ The looks is very premium, though is made up of polycarbonate, the grey and black colors, the curved display on the sides and the size make it look like an Apple Watch.
፨ There are only 5 of watch faces and some of them are like the Apple watch face design. As of now the watch faces are limited and customization is limited, I hope customizations will be made available.
፨ The display is beautiful and under direct sunlight I found the watch display visible, though not the best visibility but to a certain extent.
፨ There is 1 button the side which looks like the watch crown and it acts as the function button and return button. I found it easy to navigate using the touch display and using this button.
፨ The IP68 certification means now I I don't have to worry about protection from water even more than 1m depth (IP_8) and also no need to worry about dirt (IP6_).
፨ Health, fitness and sleep tracking is very accurate in my opinion, and surprisingly the NoiseFit sport app is also good. The breathe is just to take a break and just asks us to take a deep breathe. I found using a continuous heart rate sensor get the battery under 7 days and when this feature is turned off, it takes to almost 10 days.
፨ The sleep, heart rate and health tracking are pretty accurate in my opinion. Most of the features available in smart bands and basic smart watches were available.
፨ I can now read messages and notification from the band easily. From the app I was able to turn off and on what notifications need to be shown on the watch and notifications can be enabled for vibrations.
፨ There are some quick access shortcuts from the watch like find my phone, turn off/on continuous heart rate monitoring, Do not Disturb, wrist. The female health care feature of menstrual cycle and ovulations cycle is a nice add in my opinion.

-------------------------
💖 WHAT I LIKED
-------------------------
◾ The premium design and great display. Much better than other smartwatches and bands in this category in my opinion.
◾ Battery life of 7 to 10 days.
◾ IPX68 dust and waterproof.
◾ Pretty accurate fitness, health and sleep monitoring
◾ Better control & display of calls, messages and music from the band

-------------------------------------------------
♻️ WHAT I FELT CAN BE IMPROVED
-------------------------------------------------
◾ More exercise or activities could have been included like Badminton etc.
◾ Only 5 watch faces available but heard there will be more added this year.

-------------------
🍱 OVERALL
-------------------
The MiBand 4 is definitely feature rich and Noise ColorFit Pro 2 has similar or a bit more features, I found this one much better in areas like build, design, charging. I don't have a Honor Band so I can't compare but at this price category in my perspective this band is the best. 🥇",,4 
22,4.1 out of 5,"Wrist sense is very poor , it takes a second to awake the display once you turn the wrist and it annoys me every time . Atlest this response has to be fast when there is no always on display option. This ruins the complete experience of this watch.. and for this price big NO NO from me .. I am 200% sure this watch price will crash and noise will be selling this crap below 2000 rs .",,4.1 
23,4.1 out of 5,"Wrist sense is very poor , it takes a second to awake the display once you turn the wrist and it annoys me every time . Atlest this response has to be fast when there is no always on display option. This ruins the complete experience of this watch.. and for this price big NO NO from me .. I am 200% sure this watch price will crash and noise will be selling this crap below 2000 rs .",,4.1 
24,4.1 out of 5,"Wrist sense is very poor , it takes a second to awake the display once you turn the wrist and it annoys me every time . Atlest this response has to be fast when there is no always on display option. This ruins the complete experience of this watch.. and for this price big NO NO from me .. I am 200% sure this watch price will crash and noise will be selling this crap below 2000 rs .",,4.1 
25,4.1 out of 5,"Wrist sense is very poor , it takes a second to awake the display once you turn the wrist and it annoys me every time . Atlest this response has to be fast when there is no always on display option. This ruins the complete experience of this watch.. and for this price big NO NO from me .. I am 200% sure this watch price will crash and noise will be selling this crap below 2000 rs .",,4.1 
26,4.2 out of 5,"What I like most -
1. Heart Beat Tracking - Excellent
2. SpO2 - Excellent
3. Battery Life - As claimed runs for 2 weeks staraight

So why is it still not worth the price tag?
1. Band makes it below average
2. Step tracking is very good but has a tendency to get reset out of nowhere, making the stats in the app useless.
3. Limited watch faces.
4. App is too below par.

Decide for yourself, if look, screen quality, touch responsibility is mostly what you are looking for you may go for it. Else i wont recommend.

Another huge point. It was cheaper by just a bit more than 1200 rupees while i had bought (Mar 19, 2021 was the deliver date) it, on Flipkart. Even if you choose to buy this please remember to compare amonst all the good e-comms.",,4.2 
27,4.2 out of 5,"What I like most -
1. Heart Beat Tracking - Excellent
2. SpO2 - Excellent
3. Battery Life - As claimed runs for 2 weeks staraight

So why is it still not worth the price tag?
1. Band makes it below average
2. Step tracking is very good but has a tendency to get reset out of nowhere, making the stats in the app useless.
3. Limited watch faces.
4. App is too below par.

Decide for yourself, if look, screen quality, touch responsibility is mostly what you are looking for you may go for it. Else i wont recommend.

Another huge point. It was cheaper by just a bit more than 1200 rupees while i had bought (Mar 19, 2021 was the deliver date) it, on Flipkart. Even if you choose to buy this please remember to compare amonst all the good e-comms.",,4.2 
28,4.2 out of 5,"What I like most -
1. Heart Beat Tracking - Excellent
2. SpO2 - Excellent
3. Battery Life - As claimed runs for 2 weeks staraight

So why is it still not worth the price tag?
1. Band makes it below average
2. Step tracking is very good but has a tendency to get reset out of nowhere, making the stats in the app useless.
3. Limited watch faces.
4. App is too below par.

Decide for yourself, if look, screen quality, touch responsibility is mostly what you are looking for you may go for it. Else i wont recommend.

Another huge point. It was cheaper by just a bit more than 1200 rupees while i had bought (Mar 19, 2021 was the deliver date) it, on Flipkart. Even if you choose to buy this please remember to compare amonst all the good e-comms.",,4.2 
29,4.2 out of 5,"What I like most -
1. Heart Beat Tracking - Excellent
2. SpO2 - Excellent
3. Battery Life - As claimed runs for 2 weeks staraight

So why is it still not worth the price tag?
1. Band makes it below average
2. Step tracking is very good but has a tendency to get reset out of nowhere, making the stats in the app useless.
3. Limited watch faces.
4. App is too below par.

Decide for yourself, if look, screen quality, touch responsibility is mostly what you are looking for you may go for it. Else i wont recommend.

Another huge point. It was cheaper by just a bit more than 1200 rupees while i had bought (Mar 19, 2021 was the deliver date) it, on Flipkart. Even if you choose to buy this please remember to compare amonst all the good e-comms.",,4.2 
30,4.1 out of 5,,,4.1 
31,4.1 out of 5,"I was excited about this watch and purchased it on its launch day, there by making the worst mistake of my life.

10 reasonable reasons to avoid noise ultra and save 4.5k!

1 - Major issues are with watch faces it take years of time to apply a watch face from the app, once applied its stores in their volatile memory means if you again want to apply a new face from store the old one will vanish again from your history making it again wasting a lot of time to apply as their is no concept of my watch faces.This is the worst nightmare for any smartwatch user.
2 - watch faces have lot of bugs, not smooth. In my picture you can see the sleep display is merged with calories. Wake by lift wrist feature is not accurate, it does not work while you are sleeping.
3 - Attached in picture, if in your contacts some name is greater than 15 characters of string then when they call or msg their name will be blurred out as shown. So you need to cut down their name to get it notified.
4 - Very difficult to update the firmware as the software is filled with bugs, as you can see my watch was almost full charge still its not allowing to upgrade the firmware, saying battery has to be more than 30% of charge, again had to reset reinstall and repair.
5 - App keeps on crashing, so again reset reinstall and re pair.
6 - Not tested on android but the app heats and burn the ios when you sync the watch or apply watch faces, making the phone very hot.
7 - Their world clock timezones arrangement is not good, very difficult to fine us timezones and most of the central timezones are missing!
8 - Poor quality strap, had to use third party straps and touch lags like anything.
9 - No continuous spo2 monitoring and find my phone doesn’t work half of the times!
10 - Battery life is not upto mark as advertised.

Honest feedback:

Noise is only trying to copy aple smart watch from looks to accessories to watch faces, while doing that they have not done any kind of quality test or UAT.

Please do not fall for any positive reviews on utube as most of them are paid sponsored!

I got frustrated and switched to Huwaei band 6, please go for that, no issues so far and runs like a butter.

Also as customer i dont want to buy a watch and then give that company all the sweet time to fix their issues, they should do air tight testing before selling something in the market!

Regulators should check these kind of products as I felt cheated by purchasing this watch!

Update:

Noise customer support has reached out to me and they have agreed that they have bugs so gave me their complaint link PFB:

“sir actually watch is fine but we are working on an app so that why you are facing the problem sir really sorry for that and we are trying to share you a new update of the app”

And amazon has also replaced my watch but again almost same issues! :(

So guys noise as a brand is here to do false advertisement then take away customer’s money and invest in their new product there by leaving us here with this junkyard type product.

As a tech enthusiast all I can say, Please go for alternatives like huawei, mi, amazefit. (Not supporting Chinese products but at the same time cant use a made in india scam)",,4.1 
