,Ratings,Reviews
161,4,Awesome product I'm happy to deel this product battery life is too good 48 hours nonstop running and music quality very nice 😍😍🥰🥰🥰🥰
162,3.5,Very awesome as I received as expected. Same as shown in pic. Nice design and good sound quality. Bass is also good. Calling feature is very superb. Voice not interrupted while calling. Overall good product in this price. Please go for it. Must buy😊. Thanks Flipkart😍
163,4.1,"awesome products, battery life is not that great but charge really fast and sound is so great I love these I'm gonna another one for myself."
164,3.4,"It is my first Bluetooth bud experience. I will say quality and comfort at this price point are truly okay. These are my initial observations.

Pros :
1. Product does not appear cheap. They have maintained the quality as good as their product description.
2. Buds are soft in the ear, do not hurt if you keep them for a longer period.
3. Pairing and unpairing are fast.
4. Bud box is really gorgeous, wanted blue but got the black one.
5. Playing Music and show experience was good. Full volume wo..."
165,3.7,"Very Good sound clarity with bass, build quality is good, wire is tangled free , affordable price with good quality ☺ happy with this product."
166,3.3,"I hope you guys find this review helpful, well it's too soon for a review but I think it's worth every penny,

Sound - Do not have high expectations for bass atleast, rest of the sound is amazing, you get a clear voice even if it turns a bit windy on roads, songs when played have a clear voice, good for casual song listening, you can watch movies and browse, sound is good even when you play games on phone.

Battery backup - is amazing, I've been using it the whole day, as soon as you put the..."
167,4.3,"Fist thing which i want to make clear that dont make a false mindset about this buds without using it.
this buds are so beautiful, not just in desing , but in all format , whether it is sound or battery backup , oppo have done very good job to make it so simple but supper in performance. Here are few things which i felt by using it.
1 battery 🔋 is supperrrr
2 sounds so balanced ( not so overpowered)
3 good built quality
4 bass is there but in Balanced ammount ( u will definitely love it)
5..."
168,4,This collar earphones is really good in sound quality as well as in material. Also the sound and bass is really good. I enjoy remix songs in high volume. My brother also like it. Fits well in my ear. Very comfortable to wear.
169,4.2,Hi very good producet
170,3.9,Very good product sound is good and battery service is very Good cost is good I am so happy
171,4,Awsome service by flipkart... Got delivery with in 11 hours of booking.. Proud user of flipkart.. thanxs team... Product is also good.. and valuable for that amount... Love flipkart...
172,4.1,It's a terrific purchase for the price.updaye after 8 months and still works perfectly fine
173,4,Both product's are Supebbbbb.
174,4,Very nice I'm so happy
175,3.5,I am very happy with this product. The U&I Titanic series sports neckband is just awesome. The sound and bass is too good. It has also very good battery life and I haven't charged it since 3 days and more to go. It is comfortable to wear and has perfect sound quality. I had an excellent experience of this neckband. It is also economical. A must buy for all.
176,4.2,"Great sound quality and compact design, the charging/storage case is super chic black and glossy. Once it is fully charged it give 24hrs back up. Mic quality is laso great and to activate Google assistant you just need to tap thrice on any pod."
177,4,great bass good built don't expect thumping bass it is warm good for bass boosted songs
178,3.9,"Hi Seekers, I am writing this review after 2 weeks of daily use, lets start with pros and cons

Pros-
✓Sounds Quality is good
✓ Bass is good enough
✓ Look is okay as per this price range
✓ All essential controls are provided
✓ Backup is decent

Cons
xx Bluetooth range is too short (even if you are walking by holding phone in your hand you will feel connection disturbances at all times)
xx In case of battery get low it continuously gives you a voice signals in every 2 seconds I found its ver..."
179,4.2,"Sound, Bass and Voice clearity is ok ,build quality is looking awesome looking stylish and awesome but in the box mentioned that is 30h battery backup but not at least, it's takes 20 to 24 hours battery backup it's okk"
180,4.2,Beautiful product 🥰🔥
181,4,"My review after 4 months
Sound Quality,
Build quality of Earphones,
wires of earphones are flexible, tough,durable,
I suggest to buy this Earphones they are Awesome in this price segment and JBL is just Awesome to provide Earphones in such a nice mid range price with good quality products with Mic
The quality of mic is also very good in this price segment
I buy them in Flapkart Big Billion Days Sell"
182,4,Good product for this value . Only the thing is that the sound it comes 1second late so please take look for that and make it perfect but it is good for this value
183,4.2,"I AM GIVING REVIEW HONESTLY AFTER USING 4 DAYS-
MY REVIEW IS ONLY FOR MUSIC LISTENERS NOT FOR GAMERS.

1. BUDS SOUND QUALITY IS CRYSTAL CLEAR AND VOICE IS TOO CLEAR.
2. THE SMALL INSTRUMENTS MUSIC ARE LISTENING VERY GOOD.
3. DRIVER SIZE IS 11MM BUT BASS QUALITY IS NOT UPTO THE MARK ON SIMPLE MUSIC PLAYERS.
4. USE POWERAMP MUSIC PLAYER FOR BEST BASS EXPERIENCE.
5. GREAT STEREO EXPERIENCE.
6. THE BUDS CASE IS VERY GLOSSY AND GETTING SCRATCHES VERY QUICKLY.
7. ONLY ONE INDICATOR LIGHT IS..."
184,3.7,Great product sound quality bass and clear sound through mic is good. Price also fully satisfied in terms. Good packaging and best parfomation
185,4.1,"This is value for money product.
Personally, I like the sound quality... Bass and treble is really good...
Just we need to fix it properly in ear else it will skid off...
Overall I love this product..."
186,3.8,Nice product and sound is to good value for money 💰💰💰💰 and I'm very happy and thank you Flipkart
187,4,Best in looks and and design and sound quality is really nice and impressive I like it
188,3.4,"First thing mivi collar 2A neckband is fully made in india,so I bought.
It's really amazing mivi neckband. Sound clarity is very good during phone calls. Bass is like dhinchuk dhinchuk😀😀
Battery backup approximately same as that company claim..
Overall this mivi collar 2A neck band is best at this price.."
189,4.1,"outstanding product best sound, good Bass, clear sound"" good job ""REALME ...👌👌👌"
190,3.8,These airpods are too good and the sound is very clear and good I use these airpods almost 4hours
191,4.3,"Nice product at this price point
Now my review is -
@ Sound quality is very good .
@ Voice of call receiving & out going is really very good & noise cancellation is also working well, i hv checked this function in very high db sound area.
@ Looks- very small & pretty
@ Connectivity - just open the lid, both ear buds connected with mobile & easy to connect with any bluetooth music system.
@ battery backup is good 5hrs last
@ At last- fantastic for this price tag. i am happy"
