,Ratings,Reviews
141,4.5,"It does the job.. Freesync 75hz is good but no big difference than 60hz. As it is 27inch big display and its only fullhd, You will happen to see every pixel texture and its clearly visible affect the picture quality. Nowadays we are used see full hd resolution in just 6 inch phone display so it is(Full HD Resolution) obviously not enough for 27inch monitor. I would recommend to go for below 21inch if it is full hd resolution.

Pros: big size screen,
2 hdmi port, cables included in box.
Bri..."
142,4.6,"1 Own 3 of these and I must say.....Benq is best at display...Really gives you paperlike feeling at reading mode. Reading text was never so better..On the other hand, the IPS panel of this gives you incredible display with decent black levels that we are used to.
If you buy these you will feel style dropping off from these.Its beautiful ;)...Loving it.
PLEASE NOTE: THIS IS AUSTRALIAN IMPORT SO NO INDIAN POWER CABLE.........................."
143,4.1,"First of all I would like to thank Flipkart for the superfast delivery on the committed time.
The product is awesome. Very catchy. The best part of it is its price point.
Picture quality is awesome, viewing angles are great. Overall a great piece of electronics.
The bezel is smooth and has got a great finish, Samsung you did a great job.
I recommend this monitor for average gaming, photo processing. Watching movies
in this curved immersive monitor is a great experience."
144,4.4,"This one is absolutely perfect for work productivity. In terms of features, it has almost everything a developer needs😎. Adjustments are really great. Everything is superb at the price point. Apart from features, aesthitically very cool and pleasing to look at. Definitely worth buying. 👌"
145,4.5,"This is the good one which I have choose from many other in the market.
1. Color quality is pretty good. And its good also who is working with colors.
2. 24"" size is perfect for coding.
3. You can adjust the flip.

Lack:
1. Refresh Rate: If this is more then better for this monitor, Why because when you watch the movies/ videos you can clearly see the frame response.
2. Speaker: Good to have small mono speakers."
146,4.5,Excellent monitor
147,4.4,The monitor was pretty awesome after upgrading from a 60hz monitor to a 165hz . I tried csgo and valorant it was a pretty huge difference you can also feel the smoothness and the colour contrast was awesome as it has a IPS panel quite awesome deal it is
148,4.3,"This one is absolutely perfect for work productivity. In terms of features, it has almost everything a developer needs😎. Adjustments are really great. Everything is superb at the price point. Apart from features, aesthitically very cool and pleasing to look at. Definitely worth buying. 👌"
149,4.4,"Monitor is better then I expected!!!!

- Brightness is on point.

- Screen size is big enough to get your work done.

- Some times it lags if I use second screen as the projection mode but other than everything seems fine.

- The design is sleek and elegant and takes less space. Easy to install stand and setup provided in the back to accommodate wires."
150,3.8,"I have returned this product since it's not working properly, but pick up is cancelled suddenly at last time.
I contact support team but they are saying policy date closed and they're not taking return this product, best don't prefer this product and the Flipkart also. they are cheating innocent people's."
151,4.5,"A very stylish and good monitor which is very comfortable to use. However, the volume of the inbuilt speaker is too low."
152,4.5,"The device is really nice and stand is sturdy as well.
Will totally recommend this for a multiple monitor setup since the bezels are really thin."
153,4.4,"It is a very average monitor, with very average specs.

Pros:
1. Cheap.. very cheap
2. 31.5 inches so quite big
3. 1080p so you can enjoy FHD (though you are better off with a 4K monitor)
4. Has both VGA and HDMI support (You also get a VGA cable)

Cons:
1. Quality is very cheap
2. The stand is not adjustable and has a very uncomfortable mechanism. It wobbles too much and does not fit well with the monitor. It has a place for four screws (which I suppose would have made it tighter and also co..."
154,4.5,"Awesome monitor for designers , editors . White color gives a premium look . Audio can be better . Other than that , everything is fine"
155,4.5,Good monitor and gaming amd sync amazing 75 hz refresh rate good for home tv use and computer and Android TV thank u flipkart and acer
156,4.5,"1 Own 3 of these and I must say.....Benq is best at display...Really gives you paperlike feeling at reading mode. Reading text was never so better..On the other hand, the IPS panel of this gives you incredible display with decent black levels that we are used to.
If you buy these you will feel style dropping off from these.Its beautiful ;)...Loving it.
PLEASE NOTE: THIS IS AUSTRALIAN IMPORT SO NO INDIAN POWER CABLE.........................."
157,4.5,Nice for gaming and good product
158,4.1,Wow wow 5 ⭐⭐⭐⭐⭐
159,4.5,"Ekart is very promt., but the display not dat much satisfactory., it has a heavy back light bleed., but overall its a good monitor., its not a great monitor for consoles but good for pc gaming., exterior built quLity is pretty good., and onboard audio out and menu controlling navigation is pretty much awesome.. i recomend it for pc gaming and watching movies"
160,4.5,A good LED monitor. Best in 27 inch
161,4.5,"The monitor was superb picture quality
In one day i love with this monitor"
162,4.4,"I bought this in a Dussehra Sale. It really has good picture quality and giving me great experience while work. Has many features like auto refresh rate, Eco mode etc.
I recommend to Go for it.

I will update my review after 3 months of usage."
163,4.5,First thing first monitor awesome 144hz great for my PC Intel i5 9400f with nvidia GeForce 1650 works like charms my opinion is great budget friendly performance wise fantastic
164,4.4,"At first i got a damaged product but flipkart was fast in arranging a replacement.
The replacement effort really increased my faith in online purchases.
Thank you flipkart.

Monitor is good at this price.
You can see some pixelation of text but images look fine.
If you are looking for a big screen at a low price and ready to compromise a little on text quality go for it."
165,4.1,"At first i got a damaged product but flipkart was fast in arranging a replacement.
The replacement effort really increased my faith in online purchases.
Thank you flipkart.

Monitor is good at this price.
You can see some pixelation of text but images look fine.
If you are looking for a big screen at a low price and ready to compromise a little on text quality go for it."
166,4.4,"Its been a month with this gorgeous monitor and its an absolute pleasure for 1080p consumption. Games or movies whatever it is it's just pops out so pleasing to the eyes that you'll forget time. My purpose for buying this was to play games on it. Previously I was using Dell S2216h. That was great too but was missing the 144hz magic. So after ""GOOGLE-ING"" for 4 months I gave rest to my mind and ordered this at an attractive price of 17499 (to complete my gaming rig).
R5 3600
AsRock B450 gaming..."
