,Ratings,Reviews
129,4.5,"These are the reviews after using this laptops for a week :-
PROS :-
1. The refresh rate of 144hz is super awesome especially when you get one after using 60hz or low screen from a long time.
2. The combination of Ryzen 7 4800H with 1650ti works way better than intel's i7 10th gen 10750 processor as I have been using both of them.
3. When it comes to cooling...this one's a beast. No other laptop in the market has that level of cooling which this laptop offers in 81k price range.
Even I w..."
130,4.3,Fantastic
131,4.5,"Pros _-_
Its fast due to samsung ssd around (170 gb available out of 256). Price: 35850
It think screen is best in this price segment with good brightness level.
Audio is also very loud can be increased upto (600%).
Camera is decent but mic is best (comes with noise filteration).
Keyboard is average(spill resistant).
Free lifetime ms office.
Window 11 ready.
Cons:-
Design is biggest flow, when you open the lid it fully blocks air exhaust area and that cause heating issues.

Plastic body soli..."
132,3.5,"Battery is 5-8hrs (No gaming).My Basic Usage is YT + Vscode, GMeet ,Other streaming platforms.
Build Quality is Awesome. Hinge looks a bit of a problem though.
Ryzen 5 5500U is the best for students who dont want to do gaming.
2 level Backlit is good.
4x2 ram is a Con.
Webcam and sound quality is okayish.
Keyboard keys are awesome love them."
133,4.4,"Writing this review after just 1 week of usage. Firstly, name of this machine is Lenovo ideapad slim 3 2021 and I bought it for Rs51,990/-.

Build and Design: Good build quality for the price. Laptop is entirely made of plastic. External surface of the lid is having a metallic finish. Chassis has a small flex which is expected at the price range. Keyboard is also having a slight flex but you won’t notice it if you are not looking for it. Hinge is sturdy enough, but the lid can’t be opened wit..."
134,4.3,Good looking & good performance
135,4.5,"I'm fully satisfied with this laptop. Best hardware configuration with this prize. It's been a week since I got this laptop, the display is good, you will get 4-5 hrs battery backup, fast booting. I compromised graphics for 16gb ram so I'm not expecting for to play big PC games in this laptop but any way I have installed gta5 and played. You can play gta5 in low resolution and low fps(average 40-50). Since this laptop don't have much vram you cannot expect to have great result in gaming. I'm ..."
136,4,"One of the best laptop in this Range
Best for office work and some gaming
Battery life is very good
You can easily work for 7-8 hrs"
137,4.4,Received in a very good condition
138,4.7,"Works fine for moderate gaming.
Though I’ve done intense gaming, the thermals didn’t go beyond 78C and that’s awesome.

The system instantly wakes up from sleep. Which is a wow factor in for any windows laptop.

I’ve tested it with 2VMs running in parallel and allocating 2 cores and 4gb ram for each and the performance was pretty decent. No major lags.

The display is fine but, don’t think of using this laptop in outdoor lighting conditions."
139,4.4,"I am a web developer, and needs to work with min 3 browsers with over 20-25 tabs open in every one of them, plus half a dozen of other resource hungry applications running simultaneously, along with 2 web servers and MySQL database engine running in background on Linux OS.

Whow, this machine is fast. It lifts all these load like a feather. It is lightning speed. Internet speed is phenomenal - getting 100% my plan speed! Even if it is just 1 inch smaller than my previous laptop, the scree..."
140,4.8,"Amazing experience from the time the package was opened till now. It's been 2 weeks. Super light weight, fantastic face recognition and sound and ui experience. Great battery backup. Camera is great. Great value, happy that I made this quality choice without spending too much !"
141,4.4,"Amazing experience from the time the package was opened till now. It's been 2 weeks. Super light weight, fantastic face recognition and sound and ui experience. Great battery backup. Camera is great. Great value, happy that I made this quality choice without spending too much !"
142,4.5,"Writing review after 15 day of use.It is absolutely incredible product . DIsplay,Built quality ,design everything looks awesome and I just love it.if your Budget allow around 40K it is simply best choice in Hp brand laptop.SSD allow smooth functioning of Laptop sp there is everything in this laptop which force you to but this one ."
143,4.4,It's Nice This is first day .
144,4.4,Good
145,4.3,"Great laptop for the price, i add 8gb ram (gekill ripjaws 3200mhz, density- RX8) and for those who were wondering what the density of the ram already present in the laptop is, its RX8 which is great . Once uprageded to 16 gb the laptop cab run almost all games at max settings at or above 60fps except some very demanding games like rdr2 and cyberpunk where u can get playable fps (45-50) with high +medium +ultra mix settings.

I got 60 fps plus in max settings in forza horizon 4, witcher 3 and..."
146,4.1,Nice laptop. I like it😍😍😍
147,4.5,Battery is not so good.full Battery will last only 4 hours
148,4.6,Amazing product
149,4.4,It's awesome for multipurpose computer very smoothly to use & worked performance is superb i like it 😋😍😇
150,4.2,"I was confused between asus and lenovo s145 laptop but chose go with this laptop because of build quality.

Lenovo s145 feels quite flimsy while asus is reinforced with metal plates under the keyboard and in side supports of screen.

4gb ram and ryzen 3250u is good for everyday uses and light office work like browsing with5-6 tab oepn in chrome and 2-3 office files and for heavy uses there option to increase ram capacity.

Ssd read speeds are quite fast 950mb/s and write speed upto 350mb/s th..."
151,4.1,"Battery: 3.5/5
Display: 4/5
Performance: 5/5
Design: 4.5/5
Value for money: 4.3/5

•Buy ssd with hhd it's perfect combination

•if you want best performance buy 512 ssd & if want more storage buy hhd laptop

•if you buy 512gb ssd it's too good but you need extra hhd or other storage stuff.

•allover just amazing laptop. Love it!❣"
152,4.3,Excellent 👌 leptop
153,4.3,Worth of money
154,4.5,"Flipkart just took 2 days to deliver the product.
I have used it now for just few hours, so here is the first impressions....
Battery is great as of now.
Display is great... vibrant and crisp.
i3 11 th gen handles everything too easily.
SSD is toooo fast...i have made a partition of 175gb for c drive.
Design is also great.
Comes with genuine windows 10 and ms office home & student 2019.
As of now.... everything is great. Now let's see what happens after some time, I'll edit the review after ..."
